source,target,source_type,target_type
Pablo Iglesias,Mariano Rajoy,Person,Person
Pablo Iglesias,Gobierno,Person,Organization
Mariano Rajoy,Pablo Iglesias,Person,Person
Mariano Rajoy,Gobierno,Person,Organization
Gobierno,Pablo Iglesias,Organization,Person
Gobierno,Mariano Rajoy,Organization,Person
España,PP,Place,Organization
PP,España,Organization,Place
Felipe González,Gabriel García Márquez,Person,Person
Gabriel García Márquez,Felipe González,Person,Person
Rajoy,PP,Person,Organization
PP,Rajoy,Organization,Person
España,Rajoy,Place,Person
Rajoy,España,Person,Place
Pablo Iglesias,Rajoy,Person,Person
Rajoy,Pablo Iglesias,Person,Person
Rajoy,Rita Barberá,Person,Person
Rita Barberá,Rajoy,Person,Person
Rajoy,Iglesias,Person,Person
Iglesias,Rajoy,Person,Person
Iglesias,Rajoy,Person,Person
Rajoy,Iglesias,Person,Person
Enrique Casas,ETA,Person,Organization
ETA,Enrique Casas,Organization,Person
España,Bruselas,Place,Place
Bruselas,España,Place,Place
Europa,Europa,Place,Place
Europa,Europa,Place,Place
Naciones Unidas,Butros Butros Ghali,Organization,Person
Butros Butros Ghali,Naciones Unidas,Person,Organization
Mercamadrid,ERC,Person,Organization
Mercamadrid,DiL,Person,Person
ERC,Mercamadrid,Organization,Person
ERC,DiL,Organization,Person
DiL,Mercamadrid,Person,Person
DiL,ERC,Person,Organization
Sevilla,Universidad de La Rioja,Place,Organization
Universidad de La Rioja,Sevilla,Organization,Place
PP,Margallo,Organization,Person
Margallo,PP,Person,Organization
Pablo Iglesias,Rajoy,Person,Person
Rajoy,Pablo Iglesias,Person,Person
EAJ-PNV,PNV,Organization,Organization
PNV,EAJ-PNV,Organization,Organization
Pablo Iglesias,Rivera,Person,Person
Pablo Iglesias,Iglesias,Person,Person
Rivera,Pablo Iglesias,Person,Person
Rivera,Iglesias,Person,Person
Iglesias,Pablo Iglesias,Person,Person
Iglesias,Rivera,Person,Person
Pablo Iglesias,Rajoy,Person,Person
Rajoy,Pablo Iglesias,Person,Person
PP,España,Organization,Place
España,PP,Place,Organization
PP,Iglesias,Organization,Person
PP,Rivera,Organization,Person
Iglesias,PP,Person,Organization
Iglesias,Rivera,Person,Person
Rivera,PP,Person,Organization
Rivera,Iglesias,Person,Person
Margallo,PP,Person,Organization
PP,Margallo,Organization,Person
Rajoy,PP,Person,Organization
PP,Rajoy,Organization,Person
María Salmerón,María,Person,Person
María,María Salmerón,Person,Person
España,Partido Popular,Place,Organization
Partido Popular,España,Organization,Place
PP,PP,Organization,Organization
PP,PP,Organization,Organization
Cataluña,España,Place,Place
España,Cataluña,Place,Place
PP,España,Organization,Place
España,PP,Place,Organization
PP,PP,Organization,Organization
PP,PP,Organization,Organization
PP,Bárcenas,Organization,Person
Bárcenas,PP,Person,Organization
Pedro Zerolo,Madrid,Person,Place
Madrid,Pedro Zerolo,Place,Person
Sofía Gandarias,Alejandro,Person,Person
Sofía Gandarias,Enrique,Person,Person
Alejandro,Sofía Gandarias,Person,Person
Alejandro,Enrique,Person,Person
Enrique,Sofía Gandarias,Person,Person
Enrique,Alejandro,Person,Person
Rajoy,España,Person,Place
España,Rajoy,Place,Person
Melilla,Andalucía,Place,Place
Andalucía,Melilla,Place,Place
Cristina Iglesias,Tambor de Oro,Person,Other
Tambor de Oro,Cristina Iglesias,Other,Person
Eskerrik asko,Iñaki Arriola,Person,Person
Eskerrik asko,Euskadi,Person,Place
Iñaki Arriola,Eskerrik asko,Person,Person
Iñaki Arriola,Euskadi,Person,Place
Euskadi,Eskerrik asko,Place,Person
Euskadi,Iñaki Arriola,Place,Person
PP,Gómez de la Serna,Organization,Person
Gómez de la Serna,PP,Person,Organization
Rajoy,Rajoy,Person,Person
Rajoy,Rajoy,Person,Person
Duran LIeida,Catalunya,Person,Place
Catalunya,Duran LIeida,Place,Person
PP,PP,Organization,Organization
PP,PSOE,Organization,Organization
PP,PP,Organization,Organization
PP,PSOE,Organization,Organization
PSOE,PP,Organization,Organization
PSOE,PP,Organization,Organization
SMI,LOMCE,Organization,Organization
LOMCE,SMI,Organization,Organization
Wyoming,Sandra Sabatés,Person,Person
Sandra Sabatés,Wyoming,Person,Person
Rajoy,Cataluña,Person,Place
Cataluña,Rajoy,Place,Person
Govern,Estatut,Organization,Organization
Estatut,Govern,Organization,Organization
David Bowie,Blackstar,Person,Organization
Blackstar,David Bowie,Organization,Person
Mariano Rajoy,España,Person,Place
España,Mariano Rajoy,Place,Person
Portugal,SMI,Place,Organization
SMI,Portugal,Organization,Place
Unión Europea,Europa,Organization,Place
Europa,Unión Europea,Place,Organization
António Costa,Portugal,Person,Place
Portugal,António Costa,Place,Person
Portugal,Olivenza,Place,Place
Olivenza,Portugal,Place,Place
PP,PSOE,Organization,Organization
PSOE,PP,Organization,Organization
PSOE,Sr. Rajoy,Organization,Person
PSOE,PP,Organization,Organization
PSOE,Gobierno,Organization,Organization
Sr. Rajoy,PSOE,Person,Organization
Sr. Rajoy,PP,Person,Organization
Sr. Rajoy,Gobierno,Person,Organization
PP,PSOE,Organization,Organization
PP,Sr. Rajoy,Organization,Person
PP,Gobierno,Organization,Organization
Gobierno,PSOE,Organization,Organization
Gobierno,Sr. Rajoy,Organization,Person
Gobierno,PP,Organization,Organization
Rajoy,PSOE,Person,Organization
PSOE,Rajoy,Organization,Person
Rajoy,PP,Person,Organization
PP,Rajoy,Organization,Person
Cantabria,Euskadi,Place,Place
Cantabria,Galicia,Place,Place
Euskadi,Cantabria,Place,Place
Euskadi,Galicia,Place,Place
Galicia,Cantabria,Place,Place
Galicia,Euskadi,Place,Place
Gürtell,Arístegui,Person,Person
Gürtell,De la Serna,Person,Person
Gürtell,Rajoy,Person,Person
Arístegui,Gürtell,Person,Person
Arístegui,De la Serna,Person,Person
Arístegui,Rajoy,Person,Person
De la Serna,Gürtell,Person,Person
De la Serna,Arístegui,Person,Person
De la Serna,Rajoy,Person,Person
Rajoy,Gürtell,Person,Person
Rajoy,Arístegui,Person,Person
Rajoy,De la Serna,Person,Person
PP,Rajoy,Organization,Person
PP,Rajoy,Organization,Person
Rajoy,PP,Person,Organization
Rajoy,Rajoy,Person,Person
Rajoy,PP,Person,Organization
Rajoy,Rajoy,Person,Person
Rajoy,Bárcenas,Person,Person
Bárcenas,Rajoy,Person,Person
Rajoy,PP,Person,Organization
PP,Rajoy,Organization,Person
Rajoy,Rivera,Person,Person
Rajoy,Iglesias,Person,Person
Rivera,Rajoy,Person,Person
Rivera,Iglesias,Person,Person
Iglesias,Rajoy,Person,Person
Iglesias,Rivera,Person,Person
Rajoy,Bárcenas,Person,Person
Bárcenas,Rajoy,Person,Person
Chaves,Griñán,Person,Person
Chaves,Rajoy,Person,Person
Griñán,Chaves,Person,Person
Griñán,Rajoy,Person,Person
Rajoy,Chaves,Person,Person
Rajoy,Griñán,Person,Person
Rajoy,PP,Person,Organization
PP,Rajoy,Organization,Person
Rivera,Rajoy,Person,Person
Rajoy,Rivera,Person,Person
Bankia,Rodrigo,Place,Person
Rodrigo,Bankia,Person,Place
Rajoy,SMS,Person,Organization
Rajoy,Bárcenas,Person,Person
Rajoy,Suiza,Person,Place
SMS,Rajoy,Organization,Person
SMS,Bárcenas,Organization,Person
SMS,Suiza,Organization,Place
Bárcenas,Rajoy,Person,Person
Bárcenas,SMS,Person,Organization
Bárcenas,Suiza,Person,Place
Suiza,Rajoy,Place,Person
Suiza,SMS,Place,Organization
Suiza,Bárcenas,Place,Person
Rajoy,Bárcenas,Person,Person
Bárcenas,Rajoy,Person,Person
Felipe,Juan Carlos,Person,Person
Felipe,Extremadura,Person,Place
Juan Carlos,Felipe,Person,Person
Juan Carlos,Extremadura,Person,Place
Extremadura,Felipe,Place,Person
Extremadura,Juan Carlos,Place,Person
Rajoy,Bárcenas,Person,Person
Bárcenas,Rajoy,Person,Person
Rajoy,La Moncloa,Person,Place
La Moncloa,Rajoy,Place,Person
España,Rajoy,Place,Person
Rajoy,España,Person,Place
Rajoy,Bárcenas,Person,Person
Bárcenas,Rajoy,Person,Person
PP,Andorra,Organization,Place
PP,Suiza,Organization,Place
Andorra,PP,Place,Organization
Andorra,Suiza,Place,Place
Suiza,PP,Place,Organization
Suiza,Andorra,Place,Place
España,Rajoy,Place,Person
España,Bárcenas,Place,Person
Rajoy,España,Person,Place
Rajoy,Bárcenas,Person,Person
Bárcenas,España,Person,Place
Bárcenas,Rajoy,Person,Person
PSOE,PP Ciudadanos,Organization,Organization
PSOE,Rajoy,Organization,Person
PP Ciudadanos,PSOE,Organization,Organization
PP Ciudadanos,Rajoy,Organization,Person
Rajoy,PSOE,Person,Organization
Rajoy,PP Ciudadanos,Person,Organization
La Rioja,César Luena,Place,Person
César Luena,La Rioja,Person,Place
Vitoria,Logroño,Organization,Place
Vitoria,Burgos,Organization,Person
Vitoria,Barakaldo,Organization,Place
Logroño,Vitoria,Place,Organization
Logroño,Burgos,Place,Person
Logroño,Barakaldo,Place,Place
Burgos,Vitoria,Person,Organization
Burgos,Logroño,Person,Place
Burgos,Barakaldo,Person,Place
Barakaldo,Vitoria,Place,Organization
Barakaldo,Logroño,Place,Place
Barakaldo,Burgos,Place,Person
Asturias,José Luis,Place,Person
José Luis,Asturias,Person,Place
PP,Génova,Organization,Place
Génova,PP,Place,Organization
Asturias,Marcelo García,Place,Person
Marcelo García,Asturias,Person,Place
Ley de Dependencia,PP,Organization,Organization
PP,Ley de Dependencia,Organization,Organization
Rivera,PP,Person,Organization
PP,Rivera,Organization,Person
Pablo Motos,Trancas,Person,Person
Pablo Motos,Barrancas,Person,Place
Trancas,Pablo Motos,Person,Person
Trancas,Barrancas,Person,Place
Barrancas,Pablo Motos,Place,Person
Barrancas,Trancas,Place,Person
Trancas,Barracas,Place,Place
Trancas,Damián,Place,Person
Barracas,Trancas,Place,Place
Barracas,Damián,Place,Person
Damián,Trancas,Person,Place
Damián,Barracas,Person,Place
Madrid,A Coruña,Place,Place
A Coruña,Madrid,Place,Place
Madrid,Palma,Place,Place
Madrid,María Teresa Campos,Place,Person
Palma,Madrid,Place,Place
Palma,María Teresa Campos,Place,Person
María Teresa Campos,Madrid,Person,Place
María Teresa Campos,Palma,Person,Place
Andorra,Suiza,Place,Place
Suiza,Andorra,Place,Place
Cataluña,España,Place,Place
España,Cataluña,Place,Place
PP,Gobierno de España,Organization,Organization
Gobierno de España,PP,Organization,Organization
Rajoy,Parlamento,Person,Organization
Parlamento,Rajoy,Organization,Person
JM Caballero,Tomelloso,Person,Place
JM Caballero,Ciudad Real,Person,Place
Tomelloso,JM Caballero,Place,Person
Tomelloso,Ciudad Real,Place,Place
Ciudad Real,JM Caballero,Place,Person
Ciudad Real,Tomelloso,Place,Place
Tomelloso,Ciudad Real,Place,Place
Tomelloso,Getafe,Place,Place
Tomelloso,Madrid,Place,Place
Ciudad Real,Tomelloso,Place,Place
Ciudad Real,Getafe,Place,Place
Ciudad Real,Madrid,Place,Place
Getafe,Tomelloso,Place,Place
Getafe,Ciudad Real,Place,Place
Getafe,Madrid,Place,Place
Madrid,Tomelloso,Place,Place
Madrid,Ciudad Real,Place,Place
Madrid,Getafe,Place,Place
Alabama,Rosa Parks,Place,Person
Rosa Parks,Alabama,Person,Place
Juan Ramón Ferreira,José María Mendiluce,Person,Person
José María Mendiluce,Juan Ramón Ferreira,Person,Person
Siria,DAESH,Place,Organization
DAESH,Siria,Organization,Place
UE,Política Europea de Defensa y Seguridad Común,Organization,Organization
Política Europea de Defensa y Seguridad Común,UE,Organization,Organization
Córdoba,Diario de Córdoba,Place,Other
Diario de Córdoba,Córdoba,Other,Place
Carmen,Miriam,Person,Person
Carmen,Irene,Person,Person
Miriam,Carmen,Person,Person
Miriam,Irene,Person,Person
Irene,Carmen,Person,Person
Irene,Miriam,Person,Person
Cádiz,Barrameda,Place,Place
Cádiz,Jerez de la Frontera,Place,Place
Cádiz,Algeciras,Place,Place
Barrameda,Cádiz,Place,Place
Barrameda,Jerez de la Frontera,Place,Place
Barrameda,Algeciras,Place,Place
Jerez de la Frontera,Cádiz,Place,Place
Jerez de la Frontera,Barrameda,Place,Place
Jerez de la Frontera,Algeciras,Place,Place
Algeciras,Cádiz,Place,Place
Algeciras,Barrameda,Place,Place
Algeciras,Jerez de la Frontera,Place,Place
Rocío,José,Person,Person
José,Rocío,Person,Person
Málaga,Andalucía,Place,Place
Andalucía,Málaga,Place,Place
Partido Popular,RTVE,Organization,Organization
RTVE,Partido Popular,Organization,Organization
Avilés,Asturies,Person,Place
Asturies,Avilés,Place,Person
Rajoy,Rivera,Person,Person
Rivera,Rajoy,Person,Person
Barcelona,Secretario General de la Unión del Mediterráneo,Place,Organization
Barcelona,Delphine Borione,Place,Person
Secretario General de la Unión del Mediterráneo,Barcelona,Organization,Place
Secretario General de la Unión del Mediterráneo,Delphine Borione,Organization,Person
Delphine Borione,Barcelona,Person,Place
Delphine Borione,Secretario General de la Unión del Mediterráneo,Person,Organization
París,Manuel Valls,Place,Person
Manuel Valls,París,Person,Place
UE,África,Organization,Place
África,UE,Place,Organization
España,Europa,Place,Place
Europa,España,Place,Place
António Costa,Portugal,Person,Place
Portugal,António Costa,Place,Person
Cataluña,España,Place,Place
España,Cataluña,Place,Place
España,España,Place,Place
España,España,Place,Place
Rajoy,Estado del Bienestar,Person,Organization
Estado del Bienestar,Rajoy,Organization,Person
Rajoy,Rajoy,Person,Person
Rajoy,Rajoy,Person,Person
Toledo,Rajoy,Person,Person
Rajoy,Toledo,Person,Person
Rajoy,Rivera,Person,Person
Rivera,Rajoy,Person,Person
Julián Simón de la Torre,Julián,Person,Person
Julián,Julián Simón de la Torre,Person,Person
Volkswagen,Navarra,Organization,Place
Navarra,Volkswagen,Place,Organization
Rajoy,España,Person,Place
España,Rajoy,Place,Person
Cataluña,España,Place,Place
España,Cataluña,Place,Place
Artur Mas,Rajoy,Person,Person
Rajoy,Artur Mas,Person,Person
Catalunya,España,Place,Place
Catalunya,Ernest Lluch,Place,Person
España,Catalunya,Place,Place
España,Ernest Lluch,Place,Person
Ernest Lluch,Catalunya,Person,Place
Ernest Lluch,España,Person,Place
Serrat,Miguel Hernández,Person,Person
Miguel Hernández,Serrat,Person,Person
Catalunya,España,Place,Place
España,Catalunya,Place,Place
Wyoming,Sandra,Person,Person
Sandra,Wyoming,Person,Person
Naciones Unidas,Ban Ki-moon,Organization,Organization
Ban Ki-moon,Naciones Unidas,Organization,Organization
Rajoy,Cataluña,Person,Place
Cataluña,Rajoy,Place,Person
Junts Pel,CUP,Person,Organization
Junts Pel,Tribunal Constitucional,Person,Organization
CUP,Junts Pel,Organization,Person
CUP,Tribunal Constitucional,Organization,Organization
Tribunal Constitucional,Junts Pel,Organization,Person
Tribunal Constitucional,CUP,Organization,Organization
España,España,Place,Place
España,España,Place,Place
Cataluña,España,Place,Place
España,Cataluña,Place,Place
Ley de Violencia de Género,PP,Organization,Organization
PP,Ley de Violencia de Género,Organization,Organization
Junts,CUP,Person,Organization
CUP,Junts,Organization,Person
León,El Bierzo,Place,Place
El Bierzo,León,Place,Place
Premio Nacional de Cómic,Las Meninas,Other,Other
Las Meninas,Premio Nacional de Cómic,Other,Other
UE,EEUU,Organization,Place
EEUU,UE,Place,Organization
España,Oriente Medio,Place,Place
España,Cuba,Place,Place
Oriente Medio,España,Place,Place
Oriente Medio,Cuba,Place,Place
Cuba,España,Place,Place
Cuba,Oriente Medio,Place,Place
Engáñanos,Rajoy,Person,Person
Engáñanos,Xavier Vidal,Person,Person
Engáñanos,Folch,Person,Person
Engáñanos,Mariano Rajoy,Person,Person
Rajoy,Engáñanos,Person,Person
Rajoy,Xavier Vidal,Person,Person
Rajoy,Folch,Person,Person
Rajoy,Mariano Rajoy,Person,Person
Xavier Vidal,Engáñanos,Person,Person
Xavier Vidal,Rajoy,Person,Person
Xavier Vidal,Folch,Person,Person
Xavier Vidal,Mariano Rajoy,Person,Person
Folch,Engáñanos,Person,Person
Folch,Rajoy,Person,Person
Folch,Xavier Vidal,Person,Person
Folch,Mariano Rajoy,Person,Person
Mariano Rajoy,Engáñanos,Person,Person
Mariano Rajoy,Rajoy,Person,Person
Mariano Rajoy,Xavier Vidal,Person,Person
Mariano Rajoy,Folch,Person,Person
Alberto,Lavapiés,Person,Place
Lavapiés,Alberto,Place,Person
Rajoy,Europa,Person,Place
Europa,Rajoy,Place,Person
Rajoy,España,Person,Place
España,Rajoy,Place,Person
Rajoy,Comisión Europea,Person,Organization
Rajoy,Sr. Rajoy,Person,Person
Comisión Europea,Rajoy,Organization,Person
Comisión Europea,Sr. Rajoy,Organization,Person
Sr. Rajoy,Rajoy,Person,Person
Sr. Rajoy,Comisión Europea,Person,Organization
España,Pedro Sánchez,Place,Person
Pedro Sánchez,España,Person,Place
Rajoy,PSOE,Person,Organization
Rajoy,España,Person,Place
PSOE,Rajoy,Organization,Person
PSOE,España,Organization,Place
España,Rajoy,Place,Person
España,PSOE,Place,Organization
Maite,Pablo,Person,Person
Maite,Teresa,Person,Person
Pablo,Maite,Person,Person
Pablo,Teresa,Person,Person
Teresa,Maite,Person,Person
Teresa,Pablo,Person,Person
España,La Moncloa,Place,Place
La Moncloa,España,Place,Place
Txiki,España,Person,Place
España,Txiki,Place,Person
Kursaal,Txiki Benegas,Place,Person
Txiki Benegas,Kursaal,Person,Place
Túnez,Nobel de La Paz,Place,Other
Nobel de La Paz,Túnez,Other,Place
Generalitat,Valencia,Organization,Place
Valencia,Generalitat,Place,Organization
Svetlana Alexievich,Nobel de Literatura,Person,Other
Nobel de Literatura,Svetlana Alexievich,Other,Person
puerto de Santoña,Cofradía de Pescadores,Place,Place
Cofradía de Pescadores,puerto de Santoña,Place,Place
Comisión Europea,Rajoy,Organization,Person
Rajoy,Comisión Europea,Person,Organization
PSOE,Catalunya,Organization,Place
Catalunya,PSOE,Place,Organization
CUP,Artur Mas,Organization,Person
CUP,President,Organization,Person
Artur Mas,CUP,Person,Organization
Artur Mas,President,Person,Person
President,CUP,Person,Organization
President,Artur Mas,Person,Person
Rajoy,Rajoy,Person,Person
Rajoy,Rajoy,Person,Person
Manolo Gil,Los Santos de Maimona,Person,Place
Los Santos de Maimona,Manolo Gil,Place,Person
España,Cataluña,Place,Place
España,Moncloa,Place,Place
Cataluña,España,Place,Place
Cataluña,Moncloa,Place,Place
Moncloa,España,Place,Place
Moncloa,Cataluña,Place,Place
España,Declaración de Granada,Organization,Organization
