source,target,source_type,target_type
Montoro,España,Person,Place
Matrix,Montoro,Person,Person
Matrix,Montoro,Person,Person
Matrix,España,Person,Place
Montoro,Montoro,Person,Person
Montoro,Matrix,Person,Person
Montoro,España,Person,Place
España,Montoro,Place,Person
España,Matrix,Place,Person
España,Montoro,Place,Person
PSOE,Siria,Organization,Place
Siria,PSOE,Place,Organization
UE,Movimiento Europeo,Place,Organization
Movimiento Europeo,UE,Organization,Place
Alemania,España,Place,Place
España,Alemania,Place,Place
UK,Syria,Place,Place
UK,BBC,Place,Organization
UK,Gordon Corera,Place,Person
Syria,UK,Place,Place
Syria,BBC,Place,Organization
Syria,Gordon Corera,Place,Person
BBC,UK,Organization,Place
BBC,Syria,Organization,Place
BBC,Gordon Corera,Organization,Person
Gordon Corera,UK,Person,Place
Gordon Corera,Syria,Person,Place
Gordon Corera,BBC,Person,Organization
Solana,Siria,Place,Place
Siria,Solana,Place,Place
UK Parliament,Syria,Organization,Place
Syria,UK Parliament,Place,Organization
U.S.,U.N. Security Council,Place,Organization
U.S.,Syria,Place,Place
U.N. Security Council,U.S.,Organization,Place
U.N. Security Council,Syria,Organization,Place
Syria,U.S.,Place,Place
Syria,U.N. Security Council,Place,Organization
España,España,Place,Organization
España,Francia,Place,Organization
España,España,Organization,Place
España,Francia,Organization,Organization
Francia,España,Organization,Place
Francia,España,Organization,Organization
Kerry,Syria,Person,Place
Syria,Kerry,Place,Person
NSA,Orwell,Organization,Person
Orwell,NSA,Person,Organization
China,América Latina,Place,Organization
China,CEPAL,Place,Organization
China,La Hora de Ecuador,Place,Place
América Latina,China,Organization,Place
América Latina,CEPAL,Organization,Organization
América Latina,La Hora de Ecuador,Organization,Place
CEPAL,China,Organization,Place
CEPAL,América Latina,Organization,Organization
CEPAL,La Hora de Ecuador,Organization,Place
La Hora de Ecuador,China,Place,Place
La Hora de Ecuador,América Latina,Place,Organization
La Hora de Ecuador,CEPAL,Place,Organization
ONU,Damasco,Organization,Place
Damasco,ONU,Place,Organization
Siria,ONU,Place,Organization
ONU,Siria,Organization,Place
Bruce Riedel,Washington,Person,Place
Bruce Riedel,Riyadh,Person,Place
Bruce Riedel,Middle East,Person,Place
Washington,Bruce Riedel,Place,Person
Washington,Riyadh,Place,Place
Washington,Middle East,Place,Place
Riyadh,Bruce Riedel,Place,Person
Riyadh,Washington,Place,Place
Riyadh,Middle East,Place,Place
Middle East,Bruce Riedel,Place,Person
Middle East,Washington,Place,Place
Middle East,Riyadh,Place,Place
PP,PP,Organization,Organization
PP,Barcenas,Organization,Person
PP,Óscar,Organization,Person
PP,PP,Organization,Organization
PP,Barcenas,Organization,Person
PP,Óscar,Organization,Person
Barcenas,PP,Person,Organization
Barcenas,PP,Person,Organization
Barcenas,Óscar,Person,Person
Óscar,PP,Person,Organization
Óscar,PP,Person,Organization
Óscar,Barcenas,Person,Person
Cervantes,Tánger,Person,Place
Tánger,Cervantes,Place,Person
DRose,Paul George,Person,Person
Paul George,DRose,Person,Person
Pablo Pardo,Egipto,Person,Place
Egipto,Pablo Pardo,Place,Person
Montoro,BCE,Person,Organization
BCE,Montoro,Organization,Person
Snowden,Russia,Organization,Place
Russia,Snowden,Place,Organization
Japan,Fukushima,Place,Place
Fukushima,Japan,Place,Place
United States,Asia,Place,Place
United States,Russia,Place,Place
Asia,United States,Place,Place
Asia,Russia,Place,Place
Russia,United States,Place,Place
Russia,Asia,Place,Place
Siria,Egipto,Place,Place
Egipto,Siria,Place,Place
U.S.,China,Place,Place
U.S.,Europe,Place,Place
China,U.S.,Place,Place
China,Europe,Place,Place
Europe,U.S.,Place,Place
Europe,China,Place,Place
Cospedal,Barcenas,Person,Person
Cospedal,Castilla la Mancha,Person,Place
Barcenas,Cospedal,Person,Person
Barcenas,Castilla la Mancha,Person,Place
Castilla la Mancha,Cospedal,Place,Person
Castilla la Mancha,Barcenas,Place,Person
Europe,Daniel Gros,Place,Person
Daniel Gros,Europe,Person,Place
KATE BOY,In Your Eyes,Person,Other
KATE BOY,Spain,Person,Place
In Your Eyes,KATE BOY,Other,Person
In Your Eyes,Spain,Other,Place
Spain,KATE BOY,Place,Person
Spain,In Your Eyes,Place,Other
TC,PP,Organization,Organization
PP,TC,Organization,Organization
Apple,Google,Organization,Organization
Google,Apple,Organization,Organization
PP,Rajoy,Organization,Person
Rajoy,PP,Person,Organization
Elena Valenciano,Cospedal,Person,Person
Cospedal,Elena Valenciano,Person,Person
SMS,Rajoy,Organization,Person
SMS,Barcenas,Organization,Person
Rajoy,SMS,Person,Organization
Rajoy,Barcenas,Person,Person
Barcenas,SMS,Person,Organization
Barcenas,Rajoy,Person,Person
Barcenas,Rajoy,Person,Person
Rajoy,Barcenas,Person,Person
Barcenas,Rajoy,Person,Person
Barcenas,PP,Person,Organization
Rajoy,Barcenas,Person,Person
Rajoy,PP,Person,Organization
PP,Barcenas,Organization,Person
PP,Rajoy,Organization,Person
PP,Alonso,Organization,Person
Alonso,PP,Person,Organization
US,China,Place,Place
China,US,Place,Place
Merkel,NSA,Person,Organization
NSA,Merkel,Organization,Person
Rajoy,FMI,Person,Organization
Rajoy,España,Person,Place
FMI,Rajoy,Organization,Person
FMI,España,Organization,Place
España,Rajoy,Place,Person
España,FMI,Place,Organization
La Europa de Semprún,Jorge Martínez Reverte,Other,Person
La Europa de Semprún,Domingo de El País,Other,Other
Jorge Martínez Reverte,La Europa de Semprún,Person,Other
Jorge Martínez Reverte,Domingo de El País,Person,Other
Domingo de El País,La Europa de Semprún,Other,Other
Domingo de El País,Jorge Martínez Reverte,Other,Person
Rajoy,Wert,Person,Person
Wert,Rajoy,Person,Person
Egipto,Morsi,Place,Person
Morsi,Egipto,Person,Place
Klaus Welle,European Parliament,Person,Organization
European Parliament,Klaus Welle,Organization,Person
Union,Serbia,Place,Place
Serbia,Union,Place,Place
España,Europa,Place,Place
Europa,España,Place,Place
NSA,UE,Organization,Organization
NSA,EE.UU,Organization,Place
UE,NSA,Organization,Organization
UE,EE.UU,Organization,Place
EE.UU,NSA,Place,Organization
EE.UU,UE,Place,Organization
España,Eurobasket,Organization,Organization
España,Francia,Organization,Organization
Eurobasket,España,Organization,Organization
Eurobasket,Francia,Organization,Organization
Francia,España,Organization,Organization
Francia,Eurobasket,Organization,Organization
Obama,Rajoy,Person,Person
Rajoy,Obama,Person,Person
Miami Heat,San Antonio Spurs,Organization,Organization
Miami Heat,NBA,Organization,Organization
San Antonio Spurs,Miami Heat,Organization,Organization
San Antonio Spurs,NBA,Organization,Organization
NBA,Miami Heat,Organization,Organization
NBA,San Antonio Spurs,Organization,Organization
BC3 de Bilbao,Europa,Organization,Place
Europa,BC3 de Bilbao,Place,Organization
Cañete,España,Person,Place
España,Cañete,Place,Person
UNESCO,Red Océano Mundial,Organization,Other
Red Océano Mundial,UNESCO,Other,Organization
SASKIA SASSEN,Madrid,Person,Organization
SASKIA SASSEN,Barcelona,Person,Place
Madrid,SASKIA SASSEN,Organization,Person
Madrid,Barcelona,Organization,Place
Barcelona,SASKIA SASSEN,Place,Person
Barcelona,Madrid,Place,Organization
Spurs,Heat,Organization,Organization
Spurs,Miami,Organization,Organization
Spurs,Miami,Organization,Organization
Spurs,San Antonio,Organization,Place
Heat,Spurs,Organization,Organization
Heat,Miami,Organization,Organization
Heat,Miami,Organization,Organization
Heat,San Antonio,Organization,Place
Miami,Spurs,Organization,Organization
Miami,Heat,Organization,Organization
Miami,Miami,Organization,Organization
Miami,San Antonio,Organization,Place
Miami,Spurs,Organization,Organization
Miami,Heat,Organization,Organization
Miami,Miami,Organization,Organization
Miami,San Antonio,Organization,Place
San Antonio,Spurs,Place,Organization
San Antonio,Heat,Place,Organization
San Antonio,Miami,Place,Organization
San Antonio,Miami,Place,Organization
Merkel,Merkel,Person,Person
Merkel,Merkel,Person,Person
Siria,Turquía,Place,Place
Turquía,Siria,Place,Place
España,Renewables Club Founded By 10 Countries,Place,Organization
Renewables Club Founded By 10 Countries,España,Organization,Place
Rajoy,George Bush,Person,Person
George Bush,Rajoy,Person,Person
Rajoy,Bruselas,Person,Place
Rajoy,España,Person,Place
Bruselas,Rajoy,Place,Person
Bruselas,España,Place,Place
España,Rajoy,Place,Person
España,Bruselas,Place,Place
Ana Mato,Disney,Person,Organization
Disney,Ana Mato,Organization,Person
España,Alemania,Place,Place
España,Francia,Place,Place
Alemania,España,Place,Place
Alemania,Francia,Place,Place
Francia,España,Place,Place
Francia,Alemania,Place,Place
Xavier Vidal,Folch,Person,Person
Folch,Xavier Vidal,Person,Person
Africa,Africa Econ Outlook,Place,Organization
Africa Econ Outlook,Africa,Organization,Place
Daft Punk,Lose Yourself To Dance,Person,Other
Lose Yourself To Dance,Daft Punk,Other,Person
Go Memphis,Memphis,Person,Place
Go Memphis,3h00am,Person,Person
Memphis,Go Memphis,Place,Person
Memphis,3h00am,Place,Person
3h00am,Go Memphis,Person,Person
3h00am,Memphis,Person,Place
The Economist,España,Organization,Place
España,The Economist,Place,Organization
Hollande,UE,Person,Organization
UE,Hollande,Organization,Person
EU,Miliband,Organization,Person
EU,Google,Organization,Organization
Miliband,EU,Person,Organization
Miliband,Google,Person,Organization
Google,EU,Organization,Organization
Google,Miliband,Organization,Person
North Atlantic,Joseph Stiglitz,Place,Person
Joseph Stiglitz,North Atlantic,Person,Place
Observatorio América Latina,Asia Pacífico,Place,Place
Asia Pacífico,Observatorio América Latina,Place,Place
Saskia Sassen,Premio Príncipe de Asturias de Ciencias Sociales 2013,Person,Other
Premio Príncipe de Asturias de Ciencias Sociales 2013,Saskia Sassen,Other,Person
Beteta,Montoro,Person,Person
Montoro,Beteta,Person,Person
Ateneo de Madrid,Carlos Carnero,Place,Person
Ateneo de Madrid,Patxi Aldecoa,Place,Person
Carlos Carnero,Ateneo de Madrid,Person,Place
Carlos Carnero,Patxi Aldecoa,Person,Person
Patxi Aldecoa,Ateneo de Madrid,Person,Place
Patxi Aldecoa,Carlos Carnero,Person,Person
Rajoy,Aznar,Person,Person
Aznar,Rajoy,Person,Person
Rajoy,PGE,Person,Organization
PGE,Rajoy,Organization,Person
Rajoy,Rajoy,Person,Person
Rajoy,Rajoy,Person,Person
Fernández Díaz,ETA,Person,Organization
ETA,Fernández Díaz,Organization,Person
italia,grecia,Place,Place
grecia,italia,Place,Place
Rajoy,EPA,Person,Organization
Rajoy,Gobierno,Person,Organization
EPA,Rajoy,Organization,Person
EPA,Gobierno,Organization,Organization
Gobierno,Rajoy,Organization,Person
Gobierno,EPA,Organization,Organization
Madina,ETA,Person,Organization
Madina,PP,Person,Organization
Madina,ABC,Person,Organization
ETA,Madina,Organization,Person
ETA,PP,Organization,Organization
ETA,ABC,Organization,Organization
PP,Madina,Organization,Person
PP,ETA,Organization,Organization
PP,ABC,Organization,Organization
ABC,Madina,Organization,Person
ABC,ETA,Organization,Organization
ABC,PP,Organization,Organization
UE,España,Organization,Place
España,UE,Place,Organization
Nick Cave,Higgs Boson Blues,Other,Person
Higgs Boson Blues,Nick Cave,Person,Other
Nick Cave,The Bad Seeds,Person,Organization
Nick Cave,Push The Sky Away,Person,Other
The Bad Seeds,Nick Cave,Organization,Person
The Bad Seeds,Push The Sky Away,Organization,Other
Push The Sky Away,Nick Cave,Other,Person
Push The Sky Away,The Bad Seeds,Other,Organization
PPopular,Rajoy,Person,Person
PPopular,Parlamento,Person,Organization
Rajoy,PPopular,Person,Person
Rajoy,Parlamento,Person,Organization
Parlamento,PPopular,Organization,Person
Parlamento,Rajoy,Organization,Person
Castro,Cristina,Person,Person
Cristina,Castro,Person,Person
Italia,Europa,Place,Place
Italia,Berlusconi,Place,Person
Italia,Grillo,Place,Person
Europa,Italia,Place,Place
Europa,Berlusconi,Place,Person
Europa,Grillo,Place,Person
Berlusconi,Italia,Person,Place
Berlusconi,Europa,Person,Place
Berlusconi,Grillo,Person,Person
Grillo,Italia,Person,Place
Grillo,Europa,Person,Place
Grillo,Berlusconi,Person,Person
Rajoy,Junta Directiva Nacional,Person,Organization
Junta Directiva Nacional,Rajoy,Organization,Person
Lori Meyers,El Tiempo Pasará,Person,Other
El Tiempo Pasará,Lori Meyers,Other,Person
Cospedal,España,Person,Place
Cospedal,España,Person,Place
España,Cospedal,Place,Person
España,España,Place,Place
España,Cospedal,Place,Person
España,España,Place,Place
Antón Costas,Chipre,Person,Place
Chipre,Antón Costas,Place,Person
Plaza Mayor,Verbena,Place,Place
Plaza Mayor,Valle Inclán,Place,Place
Verbena,Plaza Mayor,Place,Place
Verbena,Valle Inclán,Place,Place
Valle Inclán,Plaza Mayor,Place,Place
Valle Inclán,Verbena,Place,Place
Cospedal,Chipre,Person,Place
Cospedal,Guindos,Person,Person
Cospedal,Rajoy,Person,Person
Chipre,Cospedal,Place,Person
Chipre,Guindos,Place,Person
Chipre,Rajoy,Place,Person
Guindos,Cospedal,Person,Person
Guindos,Chipre,Person,Place
Guindos,Rajoy,Person,Person
Rajoy,Cospedal,Person,Person
Rajoy,Chipre,Person,Place
Rajoy,Guindos,Person,Person
España,130km,Place,Person
130km,España,Person,Place
Comisión Europea,España,Organization,Place
Comisión Europea,Rajoy,Organization,Person
España,Comisión Europea,Place,Organization
España,Rajoy,Place,Person
Rajoy,Comisión Europea,Person,Organization
Rajoy,España,Person,Place
The City,CavemanBand,Place,Organization
CavemanBand,The City,Organization,Place
Bowie,The Stars,Person,Other
Bowie,Are Out Tonight,Person,Other
The Stars,Bowie,Other,Person
The Stars,Are Out Tonight,Other,Other
Are Out Tonight,Bowie,Other,Person
Are Out Tonight,The Stars,Other,Other
Obama,The Climate Change Rebound,Person,Other
The Climate Change Rebound,Obama,Other,Person
Arenas,PP,Person,Organization
Arenas,Cospedal,Person,Person
Arenas,PP,Person,Organization
Arenas,Cospedal,Person,Person
PP,Arenas,Organization,Person
PP,Cospedal,Organization,Person
PP,PP,Organization,Organization
PP,Cospedal,Organization,Person
Cospedal,Arenas,Person,Person
Cospedal,PP,Person,Organization
Cospedal,PP,Person,Organization
Cospedal,Cospedal,Person,Person
PP,Arenas,Organization,Person
PP,PP,Organization,Organization
PP,Cospedal,Organization,Person
PP,Cospedal,Organization,Person
Cospedal,Arenas,Person,Person
Cospedal,PP,Person,Organization
Cospedal,Cospedal,Person,Person
Cospedal,PP,Person,Organization
Harvard,Rodrigo Rato,Place,Person
Harvard,Harvard,Place,Place
Harvard,UE,Place,Organization
Harvard,Alemania,Place,Place
Rodrigo Rato,Harvard,Person,Place
Rodrigo Rato,Harvard,Person,Place
Rodrigo Rato,UE,Person,Organization
Rodrigo Rato,Alemania,Person,Place
Harvard,Harvard,Place,Place
Harvard,Rodrigo Rato,Place,Person
Harvard,UE,Place,Organization
Harvard,Alemania,Place,Place
UE,Harvard,Organization,Place
UE,Rodrigo Rato,Organization,Person
UE,Harvard,Organization,Place
UE,Alemania,Organization,Place
Alemania,Harvard,Place,Place
Alemania,Rodrigo Rato,Place,Person
Alemania,Harvard,Place,Place
Alemania,UE,Place,Organization
Dennis Rodman,Kim Jong-un,Person,Person
Dennis Rodman,North Korea,Person,Place
Kim Jong-un,Dennis Rodman,Person,Person
Kim Jong-un,North Korea,Person,Place
North Korea,Dennis Rodman,Place,Person
North Korea,Kim Jong-un,Place,Person
Ana Mato,Comisión de Sanidad del Congreso,Person,Organization
Comisión de Sanidad del Congreso,Ana Mato,Organization,Person
Stephane Hessel,Indignaos,Person,Person
Indignaos,Stephane Hessel,Person,Person
Chris Paul,MVP,Person,Organization
Chris Paul,Durant,Person,Person
MVP,Chris Paul,Organization,Person
MVP,Durant,Organization,Person
Durant,Chris Paul,Person,Person
Durant,MVP,Person,Organization
Assange,ABC News,Person,Organization
ABC News,Assange,Organization,Person
Europa,Felipe González,Place,Person
Felipe González,Europa,Person,Place
UE,UE,Organization,Organization
UE,UE,Organization,Organization
Obama,UE,Person,Organization
Obama,USA,Person,Place
UE,Obama,Organization,Person
UE,USA,Organization,Place
USA,Obama,Place,Person
USA,UE,Place,Organization
China,U.S.,Place,Place
U.S.,China,Place,Place
Andalucía,España,Place,Place
España,Andalucía,Place,Place
Leaderless World,Joseph E. Stiglitz,Other,Person
Joseph E. Stiglitz,Leaderless World,Person,Other
Ana Palacio,Barcenas,Person,Person
Ana Palacio,Rajoy,Person,Person
Barcenas,Ana Palacio,Person,Person
Barcenas,Rajoy,Person,Person
Rajoy,Ana Palacio,Person,Person
Rajoy,Barcenas,Person,Person
Montoro,Barcenas,Person,Person
Barcenas,Montoro,Person,Person
Montoro,Barcenas,Person,Person
Barcenas,Montoro,Person,Person
Google,Corea del Norte,Organization,Place
Corea del Norte,Google,Place,Organization
Lakhdar Brahimi,UN Security Council Syria,Person,Organization
UN Security Council Syria,Lakhdar Brahimi,Organization,Person
Europa,Robin Hood,Place,Person
Robin Hood,Europa,Person,Place
Alemania,UE,Place,Organization
UE,Alemania,Organization,Place
Francia,Unión Africana,Place,Organization
Francia,Mali,Place,Place
Unión Africana,Francia,Organization,Place
Unión Africana,Mali,Organization,Place
Mali,Francia,Place,Place
Mali,Unión Africana,Place,Organization
Mali,Diabali,Place,Place
Diabali,Mali,Place,Place
David Foster Wallace,Susan Strange,Person,Person
Susan Strange,David Foster Wallace,Person,Person
Mou,Madrid,Person,Organization
Mou,Mou,Person,Person
Mou,Madrid,Person,Organization
Madrid,Mou,Organization,Person
Madrid,Mou,Organization,Person
Madrid,Madrid,Organization,Organization
Mou,Mou,Person,Person
Mou,Madrid,Person,Organization
Mou,Madrid,Person,Organization
Madrid,Mou,Organization,Person
Madrid,Madrid,Organization,Organization
Madrid,Mou,Organization,Person
Mou,Casillas,Person,Person
Mou,RMadrid,Person,Organization
Casillas,Mou,Person,Person
Casillas,RMadrid,Person,Organization
RMadrid,Mou,Organization,Person
RMadrid,Casillas,Organization,Person
García Vega,Roy Lichtenstein,Person,Person
García Vega,in the car,Person,Other
Roy Lichtenstein,García Vega,Person,Person
Roy Lichtenstein,in the car,Person,Other
in the car,García Vega,Other,Person
in the car,Roy Lichtenstein,Other,Person
Ana Palacio,Project Syndicate,Person,Other
Project Syndicate,Ana Palacio,Other,Person
UE,Serbia,Organization,Place
UE,Croacia,Organization,Place
UE,Bosnia,Organization,Place
Serbia,UE,Place,Organization
Serbia,Croacia,Place,Place
Serbia,Bosnia,Place,Place
Croacia,UE,Place,Organization
Croacia,Serbia,Place,Place
Croacia,Bosnia,Place,Place
Bosnia,UE,Place,Organization
Bosnia,Serbia,Place,Place
Bosnia,Croacia,Place,Place
Chauvet,Edad de Piedra,Place,Other
Edad de Piedra,Chauvet,Other,Place
Chauvet,Herzog,Place,Person
Herzog,Chauvet,Person,Place
Madrid,España,Place,Place
España,Madrid,Place,Place
Ceferino Díaz,Universidad,Person,Organization
Universidad,Ceferino Díaz,Organization,Person
Asociación del Rifle,Newton,Organization,Person
Newton,Asociación del Rifle,Person,Organization
Lianne La Havas,Southbank Centre,Person,Place
Southbank Centre,Lianne La Havas,Place,Person
Rajoy,España,Person,Place
España,Rajoy,Place,Person
Mumford,Sons Cover,Person,Person
Sons Cover,Mumford,Person,Person
Willy Brandt,SPD,Person,Organization
Willy Brandt,Berlín,Person,Place
SPD,Willy Brandt,Organization,Person
SPD,Berlín,Organization,Place
Berlín,Willy Brandt,Place,Person
Berlín,SPD,Place,Organization
España,Apple,Place,Organization
España,Google,Place,Organization
España,David Trueba,Place,Person
Apple,España,Organization,Place
Apple,Google,Organization,Organization
Apple,David Trueba,Organization,Person
Google,España,Organization,Place
Google,Apple,Organization,Organization
Google,David Trueba,Organization,Person
David Trueba,España,Person,Place
David Trueba,Apple,Person,Organization
David Trueba,Google,Person,Organization
US,Europe,Place,Place
Europe,US,Place,Place
Juncker,Eurogrupo,Person,Place
Juncker,Grecia,Person,Place
Eurogrupo,Juncker,Place,Person
Eurogrupo,Grecia,Place,Place
Grecia,Juncker,Place,Person
Grecia,Eurogrupo,Place,Place
PCChina,China,Organization,Place
China,PCChina,Place,Organization
China,Xi Jinping,Place,Person
Xi Jinping,China,Person,Place
The Killers,Somebody Told Me,Organization,Other
Somebody Told Me,The Killers,Other,Organization
Starbucks,Google,Organization,Organization
Starbucks,Amazon,Organization,Organization
Starbucks,UK,Organization,Place
Google,Starbucks,Organization,Organization
Google,Amazon,Organization,Organization
Google,UK,Organization,Place
Amazon,Starbucks,Organization,Organization
Amazon,Google,Organization,Organization
Amazon,UK,Organization,Place
UK,Starbucks,Place,Organization
UK,Google,Place,Organization
UK,Amazon,Place,Organization
Londres,Starbucks,Place,Organization
Londres,Amazon,Place,Organization
Londres,Google,Place,Organization
Londres,España,Place,Place
Starbucks,Londres,Organization,Place
Starbucks,Amazon,Organization,Organization
Starbucks,Google,Organization,Organization
Starbucks,España,Organization,Place
Amazon,Londres,Organization,Place
Amazon,Starbucks,Organization,Organization
Amazon,Google,Organization,Organization
Amazon,España,Organization,Place
Google,Londres,Organization,Place
Google,Starbucks,Organization,Organization
Google,Amazon,Organization,Organization
Google,España,Organization,Place
España,Londres,Place,Place
España,Starbucks,Place,Organization
España,Amazon,Place,Organization
España,Google,Place,Organization
Twitter,Obama,Product,Person
Twitter,Romney,Product,Person
Obama,Twitter,Person,Product
Obama,Romney,Person,Person
Romney,Twitter,Person,Product
Romney,Obama,Person,Person
China,China Is Building An Eco-City Where No One Will Need To Drive,Place,Other
China Is Building An Eco-City Where No One Will Need To Drive,China,Other,Place
K. Vaxivanis,Lagarde,Person,Person
Lagarde,K. Vaxivanis,Person,Person
Obama,Romney,Person,Person
Obama,Sandy,Person,Person
Romney,Obama,Person,Person
Romney,Sandy,Person,Person
Sandy,Obama,Person,Person
Sandy,Romney,Person,Person
PP,UPN,Organization,Organization
PP,PGE,Organization,Organization
UPN,PP,Organization,Organization
UPN,PGE,Organization,Organization
PGE,PP,Organization,Organization
PGE,UPN,Organization,Organization
Berlin,Greece,Place,Place
Greece,Berlin,Place,Place
Tercer Sector,Begoña Gomez,Other,Person
Begoña Gomez,Tercer Sector,Person,Other
Alemania,España,Place,Place
Alemania,UE,Place,Organization
Alemania,España,Place,Place
España,Alemania,Place,Place
España,UE,Place,Organization
España,España,Place,Place
UE,Alemania,Organization,Place
UE,España,Organization,Place
UE,España,Organization,Place
España,Alemania,Place,Place
España,España,Place,Place
España,UE,Place,Organization
Apple,Samsung,Organization,Organization
Samsung,Apple,Organization,Organization
Merkel,Samaras,Person,Person
Merkel,Rajoy,Person,Person
Merkel,Monti,Person,Person
Merkel,Grecia,Person,Place
Samaras,Merkel,Person,Person
Samaras,Rajoy,Person,Person
Samaras,Monti,Person,Person
Samaras,Grecia,Person,Place
Rajoy,Merkel,Person,Person
Rajoy,Samaras,Person,Person
Rajoy,Monti,Person,Person
Rajoy,Grecia,Person,Place
Monti,Merkel,Person,Person
Monti,Samaras,Person,Person
Monti,Rajoy,Person,Person
Monti,Grecia,Person,Place
Grecia,Merkel,Place,Person
Grecia,Samaras,Place,Person
Grecia,Rajoy,Place,Person
Grecia,Monti,Place,Person
Consejos del BCE,Bundesbank,Other,Organization
Consejos del BCE,Draghi,Other,Person
Consejos del BCE,Weidmann,Other,Person
Bundesbank,Consejos del BCE,Organization,Other
Bundesbank,Draghi,Organization,Person
Bundesbank,Weidmann,Organization,Person
Draghi,Consejos del BCE,Person,Other
Draghi,Bundesbank,Person,Organization
Draghi,Weidmann,Person,Person
Weidmann,Consejos del BCE,Person,Other
Weidmann,Bundesbank,Person,Organization
Weidmann,Draghi,Person,Person
Howard trade,España,Other,Place
España,Howard trade,Place,Other
Batum,Batum,Person,Person
Batum,Navarro,Person,Person
Batum,Batum,Person,Person
Batum,Navarro,Person,Person
Navarro,Batum,Person,Person
Navarro,Batum,Person,Person
U.S.,U.N.,Place,Organization
U.N.,U.S.,Organization,Place
BCE,Europa,Organization,Place
Europa,BCE,Place,Organization
BCE,España,Organization,Place
BCE,Consejo de gobierno del BCE,Organization,Other
España,BCE,Place,Organization
España,Consejo de gobierno del BCE,Place,Other
Consejo de gobierno del BCE,BCE,Other,Organization
Consejo de gobierno del BCE,España,Other,Place
Estados Unidos,Europa,Place,Place
Estados Unidos,España,Place,Place
Europa,Estados Unidos,Place,Place
Europa,España,Place,Place
España,Estados Unidos,Place,Place
España,Europa,Place,Place
Ben Ali,Túnez,Person,Place
Túnez,Ben Ali,Place,Person
Boardwalk Empire,Mad Men,Other,Other
Boardwalk Empire,Downton Abbey,Other,Person
Boardwalk Empire,Game of Thrones,Other,Other
Mad Men,Boardwalk Empire,Other,Other
Mad Men,Downton Abbey,Other,Person
Mad Men,Game of Thrones,Other,Other
Downton Abbey,Boardwalk Empire,Person,Other
Downton Abbey,Mad Men,Person,Other
Downton Abbey,Game of Thrones,Person,Other
Game of Thrones,Boardwalk Empire,Other,Other
Game of Thrones,Mad Men,Other,Other
Game of Thrones,Downton Abbey,Other,Person
Rajoy,Goldman Sachs,Person,Person
Goldman Sachs,Rajoy,Person,Person
Cayo Lara,Montoro,Person,Person
Montoro,Cayo Lara,Person,Person
Rajoy,IVA,Person,Organization
IVA,Rajoy,Organization,Person
Chicago Bulls,Bulls,Organization,Organization
Chicago Bulls,Pau Gasol,Organization,Person
Bulls,Chicago Bulls,Organization,Organization
Bulls,Pau Gasol,Organization,Person
Pau Gasol,Chicago Bulls,Person,Organization
Pau Gasol,Bulls,Person,Organization
Bobby Womack,110th Street,Person,Place
110th Street,Bobby Womack,Place,Person
Guindos,Montoro,Person,Person
Montoro,Guindos,Person,Person
ACB,Liga Endesa,Organization,Organization
Liga Endesa,ACB,Organization,Organization
IVA,FMI,Organization,Organization
FMI,IVA,Organization,Organization
Dwyane Wade,Fizdale,Person,Person
Fizdale,Dwyane Wade,Person,Person
Metro,Rilke,Place,Person
Rilke,Metro,Person,Place
Rio,Christine,Place,Person
Christine,Rio,Person,Place
NYT,Rajoy,Organization,Person
Rajoy,NYT,Person,Organization
Navarro,De Colo,Person,Organization
Navarro,Sergio Rodríguez,Person,Person
Navarro,Velickovic,Person,Person
Navarro,Lampe,Person,Person
De Colo,Navarro,Organization,Person
De Colo,Sergio Rodríguez,Organization,Person
De Colo,Velickovic,Organization,Person
De Colo,Lampe,Organization,Person
Sergio Rodríguez,Navarro,Person,Person
Sergio Rodríguez,De Colo,Person,Organization
Sergio Rodríguez,Velickovic,Person,Person
Sergio Rodríguez,Lampe,Person,Person
Velickovic,Navarro,Person,Person
Velickovic,De Colo,Person,Organization
Velickovic,Sergio Rodríguez,Person,Person
Velickovic,Lampe,Person,Person
Lampe,Navarro,Person,Person
Lampe,De Colo,Person,Organization
Lampe,Sergio Rodríguez,Person,Person
Lampe,Velickovic,Person,Person
España,Spiegel,Place,Organization
España,Italia,Place,Place
Spiegel,España,Organization,Place
Spiegel,Italia,Organization,Place
Italia,España,Place,Place
Italia,Spiegel,Place,Organization
Barroso,España,Person,Place
Barroso,Rajoy,Person,Person
España,Barroso,Place,Person
España,Rajoy,Place,Person
Rajoy,Barroso,Person,Person
Rajoy,España,Person,Place
Siria,Assad,Place,Person
Assad,Siria,Person,Place
Alemania,España,Place,Place
España,Alemania,Place,Place
Rajoy,España,Person,Place
Rajoy,Guindos,Person,Person
España,Rajoy,Place,Person
España,Guindos,Place,Person
Guindos,Rajoy,Person,Person
Guindos,España,Person,Place
Comunidad Internacional,Siria,Organization,Place
Siria,Comunidad Internacional,Place,Organization
Arriola,Rajoy,Person,Person
Rajoy,Arriola,Person,Person
Grecia,Fitch,Place,Organization
Fitch,Grecia,Organization,Place
Siria,Syria,Place,Place
Syria,Siria,Place,Place
Bankia,Ministro,Person,Person
Ministro,Bankia,Person,Person
Chen,China,Person,Place
China,Chen,Place,Person
Europa,Francia,Place,Place
Europa,Grecia,Place,Place
Europa,Serbia,Place,Place
Europa,Europa,Place,Place
